e.emp_id,e.name,e.age,e.job_role,e.salary,e.join_date,e.department,d.loc
879,David Bradshaw,53,Consultant,115805,1982-05-18,Marketing,Los Angeles
888,Crystal Meyer,49,Developer,148664,2000-02-03,Marketing,Los Angeles
897,Mark Johnson,54,Analyst,48339,2020-10-16,Marketing,Los Angeles
907,Daniel Barton,25,Engineer,141300,1972-03-30,Marketing,Los Angeles
919,Timothy Wood,38,Analyst,81406,1977-11-21,Marketing,Los Angeles
921,Mark Peters,47,Engineer,99952,2017-09-08,Marketing,Los Angeles
927,Jennifer Gonzalez,38,Analyst,92750,1980-11-19,Marketing,Los Angeles
928,David Mueller,29,Engineer,42820,1988-08-28,Marketing,Los Angeles
941,Samantha Hebert,45,Manager,55701,2011-07-12,Marketing,Los Angeles
949,Shelby White,59,Analyst,101891,2017-07-14,Marketing,Los Angeles
957,Victor Price,36,Engineer,122296,2000-08-08,Marketing,Los Angeles
964,Karen Maldonado,24,Engineer,138593,1976-10-25,Marketing,Los Angeles
968,Jeffrey Benjamin,54,Analyst,47064,1975-05-23,Marketing,Los Angeles
981,Kenneth Medina,47,Consultant,103283,2013-10-12,Marketing,Los Angeles
985,Jessica Herrera,55,Engineer,144716,1977-09-03,Marketing,Los Angeles
988,Anthony Schroeder,46,Engineer,55703,2010-02-05,Marketing,Los Angeles
992,Anthony Mendoza,28,Manager,77502,2004-07-15,Marketing,Los Angeles
998,Collin Schneider,56,Developer,97279,1981-02-25,Marketing,Los Angeles
999,Kari Hernandez,60,Developer,82887,2007-02-24,Marketing,Los Angeles
8,Tanya King,42,Engineer,135356,1992-01-04,Operations,Seattle
12,Candice Smith,23,Engineer,110120,2004-04-18,Operations,Seattle
25,Karen Williams,22,Consultant,112567,1993-03-08,Operations,Seattle
32,Jason Obrien,23,Engineer,107650,2018-08-01,Operations,Seattle
42,Lynn Bruce,36,Manager,139639,1979-02-27,Operations,Seattle
48,Peter Moore,45,Manager,103561,1986-06-08,Operations,Seattle
52,John Dickerson,56,Analyst,86766,2009-05-02,Operations,Seattle
55,Maria Cruz,42,Consultant,103697,1997-07-16,Operations,Seattle
57,Regina Hudson,51,Developer,139588,1997-12-29,Operations,Seattle
61,Julie Smith,35,Manager,78508,2000-05-22,Operations,Seattle
67,Ashley Howell,47,Consultant,106326,2016-03-26,Operations,Seattle
76,Meagan Douglas,28,Engineer,78451,1973-11-23,Operations,Seattle
82,Brian Estrada,40,Developer,78763,1974-12-10,Operations,Seattle
83,Kaitlyn Stewart,26,Manager,118861,1998-05-03,Operations,Seattle
86,Erik Davis,58,Engineer,78808,2004-05-21,Operations,Seattle
93,Kimberly Gonzalez,30,Developer,49809,1971-05-06,Operations,Seattle
96,David Pitts,44,Analyst,41301,1991-04-16,Operations,Seattle
98,Catherine Daniels,43,Developer,103366,1988-02-12,Operations,Seattle
111,Michelle Hernandez,40,Consultant,119800,1977-05-05,Operations,Seattle
114,Stephanie Maxwell,39,Consultant,44889,1974-05-31,Operations,Seattle
115,Melanie Walker,36,Developer,113224,1971-03-22,Operations,Seattle
117,Matthew Peters,56,Engineer,81911,1995-05-11,Operations,Seattle
118,Tonya Martin,50,Developer,129267,1990-03-24,Operations,Seattle
134,Michael Rivers,35,Manager,129925,2021-03-26,Operations,Seattle
139,Nathan Campbell,51,Analyst,57613,1984-10-14,Operations,Seattle
142,Laura Johnson,39,Manager,136346,2021-03-30,Operations,Seattle
161,Linda Wilson,46,Developer,131052,2007-04-08,Operations,Seattle
165,Melissa Ramos,35,Manager,48495,1988-06-04,Operations,Seattle
166,Melissa Smith,36,Consultant,140341,1985-08-02,Operations,Seattle
171,Joshua Simmons,40,Analyst,57274,1990-10-12,Operations,Seattle
189,Kristin Mercer,51,Manager,144230,1971-10-26,Operations,Seattle
191,Derrick Moses,60,Developer,90361,1993-08-27,Operations,Seattle
192,Alejandra Coleman,36,Analyst,63004,1985-08-22,Operations,Seattle
194,Patrick Wells,53,Manager,115258,2014-07-03,Operations,Seattle
198,Susan Crawford,60,Consultant,127468,1991-04-26,Operations,Seattle
202,Aaron Bryant,26,Manager,115019,2019-10-15,Operations,Seattle
203,Calvin Barnes,35,Manager,127423,2010-02-08,Operations,Seattle
204,Ms. Deborah Howard,39,Consultant,90915,1982-07-06,Operations,Seattle
211,Mark Wilson,25,Engineer,99320,2002-05-22,Operations,Seattle
216,Beth Leach,60,Engineer,41358,1986-02-22,Operations,Seattle
223,Alice Anderson,41,Developer,45957,2016-10-06,Operations,Seattle
229,Edwin Miller,36,Engineer,105061,1981-09-05,Operations,Seattle
242,Donald Lee,41,Developer,145495,2015-03-14,Operations,Seattle
249,Christopher Villarreal,30,Consultant,51469,1989-01-10,Operations,Seattle
257,Elizabeth Harrison,52,Manager,119283,1971-06-29,Operations,Seattle
259,Joseph Martinez,28,Analyst,58959,2013-07-10,Operations,Seattle
262,Donald Andrade,50,Consultant,144159,2022-10-01,Operations,Seattle
264,Kevin Nicholson,28,Manager,112676,2021-09-15,Operations,Seattle
268,Marissa Diaz,43,Engineer,96796,1995-10-09,Operations,Seattle
279,David Walker,59,Consultant,44493,1994-09-24,Operations,Seattle
281,Joseph Davis,57,Engineer,126722,1982-12-10,Operations,Seattle
284,Dylan Wilson,52,Analyst,82337,1983-02-25,Operations,Seattle
286,Tiffany Stevens,29,Analyst,128166,1998-10-14,Operations,Seattle
294,Brandon Roberts,49,Engineer,134031,1994-11-22,Operations,Seattle
308,Robert Pena,54,Consultant,106397,2011-06-05,Operations,Seattle
311,Alexis Jenkins,50,Developer,60982,2011-12-23,Operations,Seattle
325,William Hartman,24,Manager,104920,2005-11-19,Operations,Seattle
329,Joseph Lamb,52,Engineer,88468,1992-12-18,Operations,Seattle
338,April Galloway,36,Engineer,143671,1999-08-03,Operations,Seattle
341,Dr. Craig Lee,50,Engineer,113440,1974-02-07,Operations,Seattle
345,Summer Cooley,59,Analyst,57253,2017-04-15,Operations,Seattle
348,Erika Cooper,56,Consultant,59070,1994-11-20,Operations,Seattle
354,Rodney Williams,22,Analyst,91463,1974-06-04,Operations,Seattle
355,Mary Lewis,41,Consultant,92229,1978-02-21,Operations,Seattle
361,Cody Bruce,41,Analyst,64106,1976-10-26,Operations,Seattle
381,Tracy Phillips,26,Developer,147414,2024-10-30,Operations,Seattle
382,Martha Hunter,59,Manager,144919,1994-05-22,Operations,Seattle
390,Christina Bell,53,Engineer,138624,1986-12-15,Operations,Seattle
392,William Walsh,23,Engineer,114790,1977-12-29,Operations,Seattle
411,George Raymond,31,Manager,109566,1970-09-03,Operations,Seattle
413,Brittany Gonzalez,25,Manager,95930,2022-06-28,Operations,Seattle
414,Jennifer Cox,58,Developer,83767,1994-12-17,Operations,Seattle
416,Christopher Cabrera,50,Engineer,47812,2002-09-16,Operations,Seattle
420,Robert Gomez,30,Engineer,146838,1984-10-05,Operations,Seattle
422,William Smith,31,Consultant,115367,2010-09-27,Operations,Seattle
424,Timothy Wiggins,45,Engineer,83977,1986-01-28,Operations,Seattle
425,Rebecca Harris,26,Manager,56840,2019-06-10,Operations,Seattle
427,Mrs. Mary Jackson,24,Engineer,43085,2006-03-05,Operations,Seattle
431,Ricardo Allen,49,Developer,105940,2021-01-09,Operations,Seattle
432,Rebecca Ponce,40,Consultant,149051,1970-12-11,Operations,Seattle
436,Dawn Wood,43,Analyst,138022,2004-04-19,Operations,Seattle
442,Eduardo Johnson,29,Manager,86712,1988-09-06,Operations,Seattle
445,Larry Gay,41,Developer,79274,2016-01-25,Operations,Seattle
446,Frank Adams,54,Engineer,118602,1988-12-08,Operations,Seattle
448,Evelyn Adkins,22,Manager,129365,1994-11-05,Operations,Seattle
453,Connie White,37,Analyst,100795,1987-01-15,Operations,Seattle
454,Anne Johnson,36,Manager,79449,2022-09-19,Operations,Seattle
456,Hailey Hernandez,48,Consultant,60176,1987-12-09,Operations,Seattle
463,Jennifer Boyer,59,Developer,82259,2017-07-03,Operations,Seattle
473,Christy Salazar,60,Engineer,114936,2013-05-05,Operations,Seattle
478,Dr. Justin Smith,42,Developer,92135,2012-05-25,Operations,Seattle
479,Kayla Costa,42,Engineer,131944,1981-03-06,Operations,Seattle
492,Danielle Patterson,33,Engineer,126677,2024-06-19,Operations,Seattle
494,Sheila Rivera,24,Consultant,140203,2014-01-22,Operations,Seattle
496,Dawn Bradley,51,Developer,53578,2021-01-04,Operations,Seattle
501,Julie Hamilton,57,Developer,75420,1981-10-11,Operations,Seattle
507,Marc Callahan,52,Analyst,83632,1988-03-17,Operations,Seattle
517,Erin Brown,44,Analyst,40817,1990-05-30,Operations,Seattle
519,Brian Wright,27,Manager,91457,1994-11-18,Operations,Seattle
522,Daniel Beck,57,Engineer,116225,1981-02-25,Operations,Seattle
525,Ian Martinez,39,Engineer,145229,1999-12-11,Operations,Seattle
531,Kelly Fischer,59,Consultant,112186,2022-11-30,Operations,Seattle
535,Marco Kennedy,47,Engineer,137861,2008-10-29,Operations,Seattle
537,Peter Dodson,32,Consultant,40878,2014-07-23,Operations,Seattle
539,Amanda Wade,50,Analyst,98074,1977-10-08,Operations,Seattle
541,Carrie Buck,42,Engineer,143004,2014-09-10,Operations,Seattle
551,Cassie Buckley MD,41,Developer,70468,1995-11-28,Operations,Seattle
553,Mary Adams,41,Consultant,111718,2021-10-08,Operations,Seattle
556,Michael Johnson,41,Consultant,46793,2018-07-12,Operations,Seattle
557,Elizabeth Cooper,55,Consultant,92451,2005-09-04,Operations,Seattle
559,Jose Thompson,26,Consultant,76305,2023-10-08,Operations,Seattle
564,Amy Brandt,49,Engineer,102462,1976-01-11,Operations,Seattle
571,Thomas Abbott,31,Consultant,61408,1983-06-13,Operations,Seattle
577,David Miller,40,Consultant,54311,1971-10-19,Operations,Seattle
584,Melissa Hernandez,45,Consultant,100542,2015-10-11,Operations,Seattle
585,Jerry Hernandez,48,Analyst,83323,1984-01-31,Operations,Seattle
586,Mariah Lopez,49,Engineer,60195,1971-08-16,Operations,Seattle
595,Paige Jackson,31,Manager,44916,1985-05-08,Operations,Seattle
604,Kevin Anderson,27,Manager,126135,2010-05-09,Operations,Seattle
606,Joseph Anderson,22,Analyst,65657,1979-07-07,Operations,Seattle
613,Elizabeth Jordan,43,Manager,50426,2019-09-11,Operations,Seattle
614,Diane Cox,56,Consultant,129806,2014-05-16,Operations,Seattle
615,Katelyn Robinson,50,Analyst,130098,1986-05-14,Operations,Seattle
637,Jodi Gill,37,Engineer,121633,2012-01-12,Operations,Seattle
645,Jason Gray,25,Developer,89006,2002-12-22,Operations,Seattle
647,David Martinez,35,Analyst,77011,2016-07-18,Operations,Seattle
662,Andrea Nicholson,29,Analyst,100751,2022-10-04,Operations,Seattle
667,Amanda Anderson,38,Consultant,105196,2009-02-04,Operations,Seattle
671,Darrell Williams,48,Manager,70545,1986-11-03,Operations,Seattle
679,Austin Flores,22,Developer,57972,1990-06-15,Operations,Seattle
689,Randy Graham,57,Manager,108290,1991-08-04,Operations,Seattle
691,Brandon Smith,38,Manager,114316,2013-05-25,Operations,Seattle
692,Michael Reyes,42,Manager,78034,1975-08-18,Operations,Seattle
695,Jennifer Thomas,59,Consultant,50902,2002-09-29,Operations,Seattle
698,Hunter Baker,54,Consultant,48063,1970-01-12,Operations,Seattle
703,Lisa Church,52,Manager,144292,2016-02-29,Operations,Seattle
712,Anna Jensen,47,Manager,53864,2019-09-21,Operations,Seattle
714,Timothy Gillespie,23,Engineer,42026,1998-02-02,Operations,Seattle
717,Alan York,48,Developer,79680,2007-11-13,Operations,Seattle
718,Anthony Garcia,41,Manager,81385,1995-07-07,Operations,Seattle
730,Nicole Lamb,46,Consultant,50356,2005-09-22,Operations,Seattle
731,Jennifer Sanders,38,Consultant,56703,2016-04-11,Operations,Seattle
732,Francisco Munoz,23,Consultant,135332,2000-10-02,Operations,Seattle
736,Leon Lynch,57,Manager,84201,1996-04-25,Operations,Seattle
742,Anthony Gilbert,36,Developer,135199,1979-07-06,Operations,Seattle
745,Timothy Jones,33,Developer,51121,1971-05-04,Operations,Seattle
753,Kathleen Duffy,38,Engineer,57880,1990-03-14,Operations,Seattle
759,Mary Wilson,24,Consultant,125490,1987-04-11,Operations,Seattle
769,William Duncan,47,Consultant,83824,1974-09-27,Operations,Seattle
772,Anthony Smith,34,Analyst,133571,1976-11-17,Operations,Seattle
774,Valerie Harris,59,Engineer,89840,1996-01-01,Operations,Seattle
778,Samantha Johnson,41,Developer,112547,2008-09-20,Operations,Seattle
795,Bradley Williams,22,Consultant,147898,2025-01-07,Operations,Seattle
797,David Byrd,53,Analyst,116954,2022-11-25,Operations,Seattle
805,Susan Carroll,23,Consultant,122355,1999-02-08,Operations,Seattle
807,Amanda Matthews,43,Consultant,48289,1993-07-31,Operations,Seattle
814,Kerri Coleman,32,Developer,110322,1992-11-14,Operations,Seattle
819,Debra West,59,Manager,46499,2024-08-27,Operations,Seattle
820,Adam Gay,59,Engineer,106328,1988-04-28,Operations,Seattle
823,Michael Edwards,22,Engineer,147810,1992-10-04,Operations,Seattle
831,Jennifer Stafford,58,Analyst,125411,1970-04-23,Operations,Seattle
838,Kimberly Burke,28,Consultant,108904,2003-06-26,Operations,Seattle
844,Jessica Simmons,50,Consultant,105733,1982-09-11,Operations,Seattle
845,Linda Moore,22,Manager,122547,1973-12-01,Operations,Seattle
847,Julie Morris,59,Manager,94623,2012-08-11,Operations,Seattle
848,Kelly Brown,52,Developer,53751,2012-11-02,Operations,Seattle
853,Mary Johnson,23,Manager,56131,2024-05-14,Operations,Seattle
857,Cheryl Potter,40,Manager,95615,1975-02-24,Operations,Seattle
858,Alexis Wolfe,60,Analyst,139992,2016-07-29,Operations,Seattle
861,Kristen Kim,26,Engineer,48656,1989-04-02,Operations,Seattle
865,Thomas Fisher,48,Consultant,114202,2013-05-09,Operations,Seattle
872,Eric Davis,56,Developer,147073,2010-11-10,Operations,Seattle
873,Samuel Nicholson DDS,55,Analyst,111423,1979-08-20,Operations,Seattle
880,Ashley Olson,31,Consultant,74882,2021-02-25,Operations,Seattle
883,Daniel Smith,30,Engineer,61645,1974-01-28,Operations,Seattle
884,David Mason,54,Engineer,137379,1991-07-04,Operations,Seattle
885,Jane Jackson,59,Engineer,130421,1996-01-27,Operations,Seattle
889,Ruth Singh,24,Consultant,93910,1982-01-23,Operations,Seattle
890,Taylor Hart,41,Engineer,97095,1972-03-04,Operations,Seattle
891,Laura Wilson,34,Developer,66219,1984-02-10,Operations,Seattle
892,Kelly Kelly,42,Consultant,80243,1992-06-23,Operations,Seattle
893,Stephanie Yoder,42,Developer,49180,2005-07-08,Operations,Seattle
896,Emily Williams,57,Developer,45133,1998-01-21,Operations,Seattle
901,Melissa Garcia,58,Analyst,106878,1976-05-09,Operations,Seattle
902,Jeffrey Clark,43,Analyst,43504,2020-08-01,Operations,Seattle
912,Antonio Santos,44,Engineer,143461,2024-07-25,Operations,Seattle
914,Bryan Mitchell,56,Developer,118053,1992-11-09,Operations,Seattle
925,Melanie Craig,29,Developer,144365,1977-04-28,Operations,Seattle
939,Amanda Clark,30,Consultant,73452,1990-12-05,Operations,Seattle
946,Sara Nichols,33,Consultant,138632,1972-01-07,Operations,Seattle
948,Michelle Combs,37,Analyst,122157,2010-04-07,Operations,Seattle
953,Kevin Walters,57,Manager,130651,2010-05-12,Operations,Seattle
955,Steven Hart,35,Analyst,79580,1978-12-25,Operations,Seattle
960,Melinda Peters,27,Manager,61348,1983-02-23,Operations,Seattle
966,George Taylor,22,Consultant,72515,2018-05-03,Operations,Seattle
972,Megan Gonzalez,58,Manager,57959,1986-07-26,Operations,Seattle
973,Daniel Villegas,55,Developer,70001,1984-11-14,Operations,Seattle
978,Michael Sanders,60,Consultant,61294,1999-02-04,Operations,Seattle
982,Donna Knapp,27,Developer,94017,1998-06-30,Operations,Seattle
983,Elizabeth Stein,60,Consultant,53533,2013-03-22,Operations,Seattle
995,Ryan West,46,Consultant,58933,1990-08-19,Operations,Seattle
1000,Mr. Kenneth Thomas II,50,Analyst,69599,1982-01-04,Operations,Seattle
